id|song_name|artist|lyric|lyric_by_e|lang|lyric_length|eval|misogy_estr
763|Vamos a Andar|Eugenia León|Vamos a andar en verso y vida atentos Levantando el recinto del pan y la verdad Vamos a andar matando el egoismo Para que por lo mismo reviva la amistad.Vamos a andar hundiendo al poderoso Alzando al perezoso sumando lo demás Vamos a andar con todas las banderas Trenzadas de manera que no haya soledad Que no haya soledad, que no haya soledad, Que no haya soledad vamos andar para llegar a la vida.Vamos a andar en verso y vida atentos Para llegar levantando el recinto Vamos a andar del pan y la verdad Para llegar matando el egoismo Vamos a andar para que por lo mismo Para llegar reviva la amistad. Vamos a andar hundiendo al poderoso Para llegar alzando al perezoso Vamos a andar sumando lo demás Para llegar con todas las banderas Vamos a andar trenzadas de manera Para llegar que no haya soledad Vamos a andar, para llegar, vamos a andar|Vamos a andar en verso y vida atentos Levantando el recinto del pan y la verdad Vamos a andar matando el egoismo Para que por lo mismo reviva la amistad.<>Vamos a andar hundiendo al poderoso Alzando al perezoso sumando lo demás Vamos a andar con todas las banderas Trenzadas de manera que no haya soledad Que no haya soledad, que no haya soledad, Que no haya soledad vamos andar para llegar a la vida.<>Vamos a andar en verso y vida atentos Para llegar levantando el recinto Vamos a andar del pan y la verdad Para llegar matando el egoismo Vamos a andar para que por lo mismo Para llegar reviva la amistad. Vamos a andar hundiendo al poderoso Para llegar alzando al perezoso Vamos a andar sumando lo demás Para llegar con todas las banderas Vamos a andar trenzadas de manera Para llegar que no haya soledad Vamos a andar, para llegar, vamos a andar<>|es|844|[('active', 1.8927399069070816), ('stereotype', 1.4178276993334293), ('dominance', 1.3943877071142197), ('sexual_harassment', 1.3051441870629787)]|('Vamos a andar en verso y vida atentos Para llegar levantando el recinto Vamos a andar del pan y la verdad Para llegar matando el egoismo Vamos a andar para que por lo mismo Para llegar reviva la amistad. Vamos a andar hundiendo al poderoso Para llegar alzando al perezoso Vamos a andar sumando lo demás Para llegar con todas las banderas Vamos a andar trenzadas de manera Para llegar que no haya soledad Vamos a andar, para llegar, vamos a andar', ('passive', 2.534305304288864), 0)
764|Orgullecida|Compay Segundo|Orgullecida estoy de ser divina Y de tener tan linda perfección Tal vez será que soy alabastrina Serán los filtros reinos del amor.Luego vendrán los celos del cariño De aquel volcán de llama tentadora Y tú podrás lograr que yo te quiera Porque tú has sido mi única ilusión|Orgullecida estoy de ser divina Y de tener tan linda perfección Tal vez será que soy alabastrina Serán los filtros reinos del amor.<>Luego vendrán los celos del cariño De aquel volcán de llama tentadora Y tú podrás lograr que yo te quiera Porque tú has sido mi única ilusión<>|es|272|[('active', 9.128520637750626), ('stereotype', 5.39679117500782), ('sexual_harassment', 4.081541672348976), ('dominance', 1.6498902812600136)]|('Luego vendrán los celos del cariño De aquel volcán de llama tentadora Y tú podrás lograr que yo te quiera Porque tú has sido mi única ilusión', ('sexual_harassment', 29.759681224822998), 0)
766|Pa-ra-tí|Ely Guerra|Son las diez de la mañana cuando abri el ojo te vi me paré tan aterrada que no sentí...que el amor llegaba a mi que no pude resistirme más que en el centro de mi ser habia un lugar pa-ra-tíEn el cielo hay una estrella no parece ser fugaz me dibuja la belleza de aquel lugar en donde hay color, amor, hermoso amor me di cuenta...que el amor llegaba a mi y que no puede resistirme más que en el centro de mi ser había un lugar pa-ra...que el amor llegaba a mi que no pude resistirme más que en el centro de mi ser había un lugar pa-ra... pa-ra... pa-ra-tí.|Son las diez de la mañana cuando abri el ojo te vi me paré tan aterrada que no sentí...<>que el amor llegaba a mi que no pude resistirme más que en el centro de mi ser habia un lugar pa-ra-tí<>En el cielo hay una estrella no parece ser fugaz me dibuja la belleza de aquel lugar en donde hay color, amor, hermoso amor me di cuenta...<>que el amor llegaba a mi y que no puede resistirme más que en el centro de mi ser había un lugar pa-ra...<>que el amor llegaba a mi que no pude resistirme más que en el centro de mi ser había un lugar pa-ra... pa-ra... pa-ra-tí.<>|es|554|[('active', 3.5430140793323517), ('stereotype', 2.9040545225143433), ('sexual_harassment', 2.0197417587041855), ('dominance', 1.5980694442987442)]|('que el amor llegaba a mi que no pude resistirme más que en el centro de mi ser había un lugar pa-ra... pa-ra... pa-ra-tí.', ('stereotype', 2.1473677828907967), 1)
767|Para Hacerme Perdonar|Ely Guerra|Para hacerme perdonar te traigo un beso adolescente aquél que nunca te di déjalo que estalle aquí en tus labios, mientras sientas que sin intención te herí.Para hacerme perdonar te traigo una rosa blanca del monte mas azul ya se que un flor es frágil como una esperanza pero es hermosa como tu.*Después de ti ya no queda nada después de ti el sueño termino tan solo puedo romperme en la batalla, mi pequeño amor y acercarme y pedirte perdón.Para hacerme perdonar traigo los ojos sumergidos en el mar de tu dolor y aunque no tenga demasiadas mas cosas que darte, te envolveré de pasión.Para hacerme perdonar puedo marcharme de tu vida si eso te hace mas feliz cargare con tu recuerdo como quien arrastra heridas y no tiene a donde ir.*=1Para hacerme perdonar puedo marcharme de tu vida.|Para hacerme perdonar te traigo un beso adolescente aquél que nunca te di déjalo que estalle aquí en tus labios, mientras sientas que sin intención te herí.<>Para hacerme perdonar te traigo una rosa blanca del monte mas azul ya se que un flor es frágil como una esperanza pero es hermosa como tu.<>*Después de ti ya no queda nada después de ti el sueño termino tan solo puedo romperme en la batalla, mi pequeño amor y acercarme y pedirte perdón.<>Para hacerme perdonar traigo los ojos sumergidos en el mar de tu dolor y aunque no tenga demasiadas mas cosas que darte, te envolveré de pasión.<>Para hacerme perdonar puedo marcharme de tu vida si eso te hace mas feliz cargare con tu recuerdo como quien arrastra heridas y no tiene a donde ir.<>*=1<>Para hacerme perdonar puedo marcharme de tu vida.<>|es|785|[('active', 79.19511795043945), ('sexual_harassment', 69.71675753593445), ('stereotype', 8.898869156837463), ('dominance', 8.008555322885513)]|('Para hacerme perdonar puedo marcharme de tu vida.', ('dominance', 17.638593912124634), 1)
768|Otra Vez Ne Enamoré|Juan Gabriel|Otra vez me enamore despues de haver prometido no volverme a enamorardevo hacerlo con cuidado no entregarme por completo para despues no lloraraprendi bien la leccion que un amor que se a querido no no es tan facil olvidary una vez que se ha perdido una vez es suficiente para que sea para siempre y si no vuelve que mas day ahora que.... otra vez me enamore voy hecerlo con cuidado no hay amor correspondido no hay amor que sea honrado es dinero mal gastado y esta vez lo quiero ahorrary ahora que.... otra vez me enamore voy hacerlo con cuidado no hay amor correspondido no hay amor que sea honrado es dinero mal gastado y esta vez lo voy ahorrarotra vez, otra vez me enamore|Otra vez me enamore despues de haver prometido no volverme a enamorar<>devo hacerlo con cuidado no entregarme por completo para despues no llorar<>aprendi bien la leccion que un amor que se a querido no no es tan facil olvidar<>y una vez que se ha perdido una vez es suficiente para que sea para siempre y si no vuelve que mas da<>y ahora que.... otra vez me enamore voy hecerlo con cuidado no hay amor correspondido no hay amor que sea honrado es dinero mal gastado y esta vez lo quiero ahorrar<>y ahora que.... otra vez me enamore voy hacerlo con cuidado no hay amor correspondido no hay amor que sea honrado es dinero mal gastado y esta vez lo voy ahorrar<>otra vez, otra vez me enamore<>|es|677|[('active', 2.1410929039120674), ('stereotype', 1.9055653363466263), ('sexual_harassment', 1.4088137075304985), ('dominance', 1.2374293990433216)]|('otra vez, otra vez me enamore', ('stereotype', 2.7537235990166664), 0)
784|Por Una Mujer (Por Uma Mulher)|Altemar Dutra|Yo perdí mi juventud Por una mujer Yo perdí lo que tenía Por una mujer Perdí buenos amigos Por una mujer He corri tantos peligros Por una mujer Yo bebí, fume, jugué Por una mujer Yo sonríe también lloré Por una mujer Fui honesto y deshonesto Por una mujer Si ne di hoy mi arrepiendoMas cuando se ama com el corazón El nobre as veces pierde la razón Si pierde hasta la vida sin querer Amando a una mujer Yo cambiado toda mi vida Por una mujer Pise piedras y espinas Por una mujer Mas no caminé tan solo Por esta mujer Que vivio siempre conmigoMas cuando se ama com el corazón El nobre as veces pierde la razón Si pierde hasta la vida sin querer Amando a una mujer|Yo perdí mi juventud Por una mujer Yo perdí lo que tenía Por una mujer Perdí buenos amigos Por una mujer He corri tantos peligros Por una mujer Yo bebí, fume, jugué Por una mujer Yo sonríe también lloré Por una mujer Fui honesto y deshonesto Por una mujer Si ne di hoy mi arrepiendo<>Mas cuando se ama com el corazón El nobre as veces pierde la razón Si pierde hasta la vida sin querer Amando a una mujer Yo cambiado toda mi vida Por una mujer Pise piedras y espinas Por una mujer Mas no caminé tan solo Por esta mujer Que vivio siempre conmigo<>Mas cuando se ama com el corazón El nobre as veces pierde la razón Si pierde hasta la vida sin querer Amando a una mujer<>|es|662|[('stereotype', 11.453932523727417), ('passive', 5.910703167319298), ('active', 4.181086644530296), ('discredit', 2.019990421831608)]|('Mas cuando se ama com el corazón El nobre as veces pierde la razón Si pierde hasta la vida sin querer Amando a una mujer', ('stereotype', 82.0064902305603), 1)
787|Volvi Para Quedarme (Voltei Para Ficar)|Altemar Dutra|Perdoname mi amor Volví para quedarme aquí El tiempo te dirá Que todo aquello que yo fue Por tu lo soy Devemos continuar Y con ternura prometeis No estas yo De nuevo estoy aquí Y por aquí me quedaré Por nuestro amor Encuentro en mi canción La estória qué vivi en fin No puedo soportar El miedo enorme de morirY mucho de morrer Perdoname por Diós Preciso de tu vida Regreso para ti Queriendo que también Seas felizSi la gente quiere Me volví a quedarme Y por aquí me quedaré Si Dios quiere Traigo en mi voz Palabras de mayor calor Es siempre la misma voz A hablar del mismo amorSi tanto demoré Perdón ahora sé Que duele una nostalgia Perdona lo que te hice Me volví a quedarme Y ser feliz|Perdoname mi amor Volví para quedarme aquí El tiempo te dirá Que todo aquello que yo fue Por tu lo soy Devemos continuar Y con ternura prometeis No estas yo De nuevo estoy aquí Y por aquí me quedaré Por nuestro amor Encuentro en mi canción La estória qué vivi en fin No puedo soportar El miedo enorme de morir<>Y mucho de morrer Perdoname por Diós Preciso de tu vida Regreso para ti Queriendo que también Seas feliz<>Si la gente quiere Me volví a quedarme Y por aquí me quedaré Si Dios quiere Traigo en mi voz Palabras de mayor calor Es siempre la misma voz A hablar del mismo amor<>Si tanto demoré Perdón ahora sé Que duele una nostalgia Perdona lo que te hice Me volví a quedarme Y ser feliz<>|es|687|[('active', 3.754981979727745), ('stereotype', 2.276427485048771), ('sexual_harassment', 2.117159403860569), ('dominance', 1.5906890854239464)]|('Si tanto demoré Perdón ahora sé Que duele una nostalgia Perdona lo que te hice Me volví a quedarme Y ser feliz', ('stereotype', 4.878285527229309), 0)
788|Tema de Amor (Passion Love Theme)|Altemar Dutra|Mas de una vez Si quisieras contemplar Para comprender quisas Porque matas nuestro amor Má de una vez lloro el tiempo de los dos Y revivio aquel adiós Sin saber por qué ha muerto así Aquel amor que nos unió Aquel amor qué yo vivi ¿Por qué escapar por qué fingir Para que llorar para que huir Si la gente va si se vaMe desespero en fin Por ese adiós así Yo le perdí también Al perder el amor Una vez más Al dar mi mano Voy a herir mi corazón Sin saber por qué murió así Aquel amor razón de nosotros Aquel amor razón de mí ¿Por qué sufrir por qué partir Me desespero en fin Por ese adiós así Yo le perdí también Al perder el amor|Mas de una vez Si quisieras contemplar Para comprender quisas Porque matas nuestro amor Má de una vez lloro el tiempo de los dos Y revivio aquel adiós Sin saber por qué ha muerto así Aquel amor que nos unió Aquel amor qué yo vivi ¿Por qué escapar por qué fingir Para que llorar para que huir Si la gente va si se va<>Me desespero en fin Por ese adiós así Yo le perdí también Al perder el amor Una vez más Al dar mi mano Voy a herir mi corazón Sin saber por qué murió así Aquel amor razón de nosotros Aquel amor razón de mí ¿Por qué sufrir por qué partir Me desespero en fin Por ese adiós así Yo le perdí también Al perder el amor<>|es|627|[('active', 2.833578735589981), ('stereotype', 1.821078173816204), ('dominance', 1.4433858916163445), ('sexual_harassment', 1.4359689317643642)]|('Me desespero en fin Por ese adiós así Yo le perdí también Al perder el amor Una vez más Al dar mi mano Voy a herir mi corazón Sin saber por qué murió así Aquel amor razón de nosotros Aquel amor razón de mí ¿Por qué sufrir por qué partir Me desespero en fin Por ese adiós así Yo le perdí también Al perder el amor', ('stereotype', 2.8832875192165375), 0)
791|Flor de Lis|Agustín Lara|Por tu boca, por tus ojos Por tus ojos que parecen Dos gotitas de agua clara Por tu boca temblorosa Por tu risa que resuelves En sonrisa luminosa, luminosaFlor de lis, flor de lis Marquesita que tiene un lunar Floración de blasón En tu voz hay cadencias de vals Linda flor que se abrióSensitiva mujer de alabastro Sonrisa que se atreve con la timidez Del beso que se roba por primera vez Como aquel que te dí, flor de lis|Por tu boca, por tus ojos Por tus ojos que parecen Dos gotitas de agua clara Por tu boca temblorosa Por tu risa que resuelves En sonrisa luminosa, luminosa<>Flor de lis, flor de lis Marquesita que tiene un lunar Floración de blasón En tu voz hay cadencias de vals Linda flor que se abrió<>Sensitiva mujer de alabastro Sonrisa que se atreve con la timidez Del beso que se roba por primera vez Como aquel que te dí, flor de lis<>|es|421|[('stereotype', 69.93502974510193), ('active', 54.71654534339905), ('sexual_harassment', 13.666681945323944), ('passive', 7.245216518640518)]|('Sensitiva mujer de alabastro Sonrisa que se atreve con la timidez Del beso que se roba por primera vez Como aquel que te dí, flor de lis', ('stereotype', 93.1599497795105), 3)
792|Tardecita|Agustín Lara|Tardecita callada, que te vayas de Luna Tardecita de amores que nunca olvidaré Tú serás en mi vida como un ramo de flores Como esas bocas lindas que nunca besaréTú serás en mi mente el recuerdo bendito De algo tan inefable, que no confesaré Tardecita de flores y de sueño infinito Tardecita de amores que nunca olvidaré|Tardecita callada, que te vayas de Luna Tardecita de amores que nunca olvidaré Tú serás en mi vida como un ramo de flores Como esas bocas lindas que nunca besaré<>Tú serás en mi mente el recuerdo bendito De algo tan inefable, que no confesaré Tardecita de flores y de sueño infinito Tardecita de amores que nunca olvidaré<>|es|319|[('active', 46.45719230175018), ('stereotype', 24.802567064762115), ('sexual_harassment', 20.416632294654846), ('dominance', 4.1689760982990265)]|('Tú serás en mi mente el recuerdo bendito De algo tan inefable, que no confesaré Tardecita de flores y de sueño infinito Tardecita de amores que nunca olvidaré', ('stereotype', 4.945167899131775), 1)
793|Janitzio|Agustín Lara|Son las redes de plata un encaje tan sutil Mariposas que duermen en la noche de zafir Como brilla la Luna sobre el lago de cristal Así brillan tus ojos cuando acaban de llorarNoches de serenata de plata y organdi Quejas para la ingrata que por traidor perdíPlenilunio de gloria, historia que se va Ilusión que se pierde y que nunca volveráSi me mata tu ausencia, si me ahoga la inquietud Si no me tienes clemencia para esta esclavitudQue las aguas se lleven mi llanto y mi dolor Que recoja Janitzio el perfume de mi amor Que recoja Janitzio el perfume de mi amorQue las aguas se lleven mi llanto y mi dolor Que recoja Janitzio el perfume de mi amor Que recoja Janitzio el perfume de mi amor|Son las redes de plata un encaje tan sutil Mariposas que duermen en la noche de zafir Como brilla la Luna sobre el lago de cristal Así brillan tus ojos cuando acaban de llorar<>Noches de serenata de plata y organdi Quejas para la ingrata que por traidor perdí<>Plenilunio de gloria, historia que se va Ilusión que se pierde y que nunca volverá<>Si me mata tu ausencia, si me ahoga la inquietud Si no me tienes clemencia para esta esclavitud<>Que las aguas se lleven mi llanto y mi dolor Que recoja Janitzio el perfume de mi amor Que recoja Janitzio el perfume de mi amor<>Que las aguas se lleven mi llanto y mi dolor Que recoja Janitzio el perfume de mi amor Que recoja Janitzio el perfume de mi amor<>|es|690|[('stereotype', 19.863566756248474), ('active', 13.406938314437866), ('passive', 8.616046607494354), ('sexual_harassment', 3.500990569591522)]|('Que las aguas se lleven mi llanto y mi dolor Que recoja Janitzio el perfume de mi amor Que recoja Janitzio el perfume de mi amor', ('stereotype', 4.26534004509449), 1)
794|Los Cuatro Gatos|Agustín Lara|Todo lo que tiene clase No puede morir Un ejemplo es la mazurca Y otro es el shotísCon su música ligera Vienen de Madrid Y han formado una pareja Vaya parejita pa? Bailar aquíHaga favor Sígame usted Unos pasitos adelante Ahora pa? Acá Ahora pa? AlláEsto se aprende en un instante Hágalo así otro compás Mire qué pronto lo aprendió Esto resulta más bonito Y más elegante Que cualquier? Fox-trot?Todas llevan el aire de la mazurca Pero es mejor llevarlo Con una? Truca? Si hay una madrileña sale mejor Pero si hay una inglesaY una japonesa Baile con las dos Báilela como li hacen Los cuatro gatos? Miau, miauBáilela de cabeza si puede usted Vemos a ver si es cierto Que es usted castizo Y es usted? Petén?|Todo lo que tiene clase No puede morir Un ejemplo es la mazurca Y otro es el shotís<>Con su música ligera Vienen de Madrid Y han formado una pareja Vaya parejita pa? Bailar aquí<>Haga favor Sígame usted Unos pasitos adelante Ahora pa? Acá Ahora pa? Allá<>Esto se aprende en un instante Hágalo así otro compás Mire qué pronto lo aprendió Esto resulta más bonito Y más elegante Que cualquier? Fox-trot?<>Todas llevan el aire de la mazurca Pero es mejor llevarlo Con una? Truca? Si hay una madrileña sale mejor Pero si hay una inglesa<>Y una japonesa Baile con las dos Báilela como li hacen Los cuatro gatos? Miau, miau<>Báilela de cabeza si puede usted Vemos a ver si es cierto Que es usted castizo Y es usted? Petén?<>|es|703|[('stereotype', 6.411614269018173), ('active', 3.847484290599823), ('passive', 2.3841403424739838), ('discredit', 1.3537649996578693)]|('Báilela de cabeza si puede usted Vemos a ver si es cierto Que es usted castizo Y es usted? Petén?', ('stereotype', 3.7761230021715164), 2)
796|Mi Gran Amor|Los Tres Ases|No sabes donde puse mis anteojos,  me estoy últimamente distrayendo,  será por el reflejo de tus ojos,  o acaso porque estoy envejeciendo. A ver que te parece esre poema,  cuidado,  has visto que bonita está la tarde,  porque será que todos mis esquemas,  se rompen solamente con mirarte. Amor,  mi gran amor,  mi buen amor,  mi anhelo,  amor  mi venturero amor  TE QUIERO Eres mucho más de lo que soy,  y hacia donde iré  cuando me voy. Amor mi enaltea de amor  mi iluminoso y gran amor|No sabes donde puse mis anteojos,  me estoy últimamente distrayendo,  será por el reflejo de tus ojos,  o acaso porque estoy envejeciendo. <>A ver que te parece esre poema,  cuidado,  has visto que bonita está la tarde,  porque será que todos mis esquemas,  se rompen solamente con mirarte. <>Amor,  mi gran amor,  mi buen amor,  mi anhelo,  amor  mi venturero amor  TE QUIERO <>Eres mucho más de lo que soy,  y hacia donde iré  cuando me voy. <>Amor mi enaltea de amor  mi iluminoso y gran amor<>|es|487|[('active', 4.1465383023023605), ('stereotype', 4.043840616941452), ('sexual_harassment', 1.695471629500389), ('passive', 1.4233996160328388)]|('Amor mi enaltea de amor  mi iluminoso y gran amor', ('stereotype', 4.497421160340309), 1)
797|Dinastia De Perrones|Los Tres Reyes|Orgullo llevo en las venas soy dinastia de perrones mi abuelo y mi padre fueron de este negocio bien liones por eso de oro masiso mande hacer sus cajones ... Los mataron a tracion de otro modo no podian utilizaron mujeres sabian que solos perdian por eso jure en su tumba que me iva a avengar un dia... Soy dinastia de perrones por eso tengo lo mio los que mataron mi gente ya empiecen a sentir frio... yo les buscare la frente por eso no tengan lio  (((y un saludu para el capi Ornelas de puro Nayarit))) A mis 20 años cumplidos tres marcas llevo en mi fusca no me gusta la violencia pero me encuentra el que busca en mujeres y negocio que agan mosca no me gusta.... La clave sera la misma no apagen su celular yo controlar el negocio todo va a seguir iual como hederero absoluto el cartel va a continuar ... Destapen las avionetas llego la hora de cargar tenemos que volar bajo y no activar el radar ((soy dinastia de perrones no se les valla a olvidar))....|Orgullo llevo en las venas soy dinastia de perrones mi abuelo y mi padre fueron de este negocio bien liones por eso de oro masiso mande hacer sus cajones ... <>Los mataron a tracion de otro modo no podian utilizaron mujeres sabian que solos perdian por eso jure en su tumba que me iva a avengar un dia... <>Soy dinastia de perrones por eso tengo lo mio los que mataron mi gente ya empiecen a sentir frio... <>yo les buscare la frente por eso no tengan lio  (((y un saludu para el capi Ornelas de puro Nayarit))) <>A mis 20 años cumplidos tres marcas llevo en mi fusca no me gusta la violencia pero me encuentra el que busca en mujeres y negocio que agan mosca no me gusta.... <>La clave sera la misma no apagen su celular yo controlar el negocio todo va a seguir iual como hederero absoluto el cartel va a continuar ... <>Destapen las avionetas llego la hora de cargar tenemos que volar bajo y no activar el radar ((soy dinastia de perrones no se les valla a olvidar))....<>|es|960|[('active', 1.9823309034109116), ('sexual_harassment', 1.3653983362019062), ('dominance', 1.3505777344107628), ('stereotype', 1.2608577497303486)]|('Destapen las avionetas llego la hora de cargar tenemos que volar bajo y no activar el radar ((soy dinastia de perrones no se les valla a olvidar))....', ('stereotype', 2.0778069272637367), 0)
798|Rosas Blancas|Los Tres Reyes|Una mañana al despertar quise abrasarte y ya no estabas mire a la puerta y te encontré con tus maletas arregladas sin preguntarte te escuche dijiste que te marchabas que ya tu amor no existe en mi que te perdone y que es mejor así que continuar en mí morada.  Esa mañana desperté comprendí que me dejabas me diste el cuerpo y o el amor te di mi vida cuerpo y alma y pensar que te quise como a nadie ame en la vida puse luto en mi cama y en mi memoria rosas blancas.|Una mañana al despertar quise abrasarte y ya no estabas mire a la puerta y te encontré con tus maletas arregladas sin preguntarte te escuche dijiste que te marchabas que ya tu amor no existe en mi que te perdone y que es mejor así que continuar en mí morada.  Esa mañana desperté comprendí que me dejabas me diste el cuerpo y o el amor te di mi vida cuerpo y alma y pensar que te quise como a nadie ame en la vida puse luto en mi cama y en mi memoria rosas blancas.<>|es|465|[('active', 11.97657659649849), ('sexual_harassment', 10.928551107645035), ('stereotype', 7.420424371957779), ('dominance', 3.063909336924553)]|('Una mañana al despertar quise abrasarte y ya no estabas mire a la puerta y te encontré con tus maletas arregladas sin preguntarte te escuche dijiste que te marchabas que ya tu amor no existe en mi que te perdone y que es mejor así que continuar en mí morada.  Esa mañana desperté comprendí que me dejabas me diste el cuerpo y o el amor te di mi vida cuerpo y alma y pensar que te quise como a nadie ame en la vida puse luto en mi cama y en mi memoria rosas blancas.', ('sexual_harassment', 11.97657659649849), 0)
800|Juan Bobo|Antonio Prieto|Lararararararararai. Lararararararararai.Juan bobo, Muy triste y callado, Paseaba amargado, Su triste verdad. Más cuando, Pasaba a su lado, Rosita del prado, Dejaba  de andar.Rosita, Era moza bonita, Que a pobre sonrisos, Llamaba atención. A todos, Su amor ofrecía, Más nada quería, Con el pobre juan.Aaaaaaay! Juan bobo…, que tonto, Suspirar… jajajajajaja, Por rosa del prado.Lararararararararai. Lararararararararai.Juan bobo decía, Rosita, Tendrá que ser mía, Ser mío su amor. Más, Toda la gente riendo, Queriendo burlarse, Solía contar: (recitado) Besando a tu rosa ante noche, Fíjate, que en un coche con otro pasó, Diciendo que te despreciaba (cantado) Y te rechazaba, Pues siempre te odió.Aaaaaaay! Juan bobo…, que tonto, Suspirar… jajajajajaja, Por rosa del prado.Lararararararararai. Lararararararararai.El tiempo, Que nunca perdona, También a rosita, Le dio su vejez. Y aquella, Que fue tan amada, Hoy vieja e cansada, A juan quiso amar.A rosa del prado, El destino, Una noche triste, Por siempre llevó. Y donde Rosita dormía, Solo había una rosa, Que juan colocó.Aaaaaaay! Juan bobo…, que tonto, Suspirar…, Por rosa del prado.Juan bobo… Jajajajajajaja…|Lararararararararai. Lararararararararai.<>Juan bobo, Muy triste y callado, Paseaba amargado, Su triste verdad. Más cuando, Pasaba a su lado, Rosita del prado, Dejaba  de andar.<>Rosita, Era moza bonita, Que a pobre sonrisos, Llamaba atención. A todos, Su amor ofrecía, Más nada quería, Con el pobre juan.<>Aaaaaaay! Juan bobo…, que tonto, Suspirar… jajajajajaja, Por rosa del prado.<>Lararararararararai. Lararararararararai.<>Juan bobo decía, Rosita, Tendrá que ser mía, Ser mío su amor. Más, Toda la gente riendo, Queriendo burlarse, Solía contar: (recitado) Besando a tu rosa ante noche, Fíjate, que en un coche con otro pasó, Diciendo que te despreciaba (cantado) Y te rechazaba, Pues siempre te odió.<>Aaaaaaay! Juan bobo…, que tonto, Suspirar… jajajajajaja, Por rosa del prado.<>Lararararararararai. Lararararararararai.<>El tiempo, Que nunca perdona, También a rosita, Le dio su vejez. Y aquella, Que fue tan amada, Hoy vieja e cansada, A juan quiso amar.<>A rosa del prado, El destino, Una noche triste, Por siempre llevó. Y donde Rosita dormía, Solo había una rosa, Que juan colocó.<>Aaaaaaay! Juan bobo…, que tonto, Suspirar…, Por rosa del prado.<>Juan bobo… Jajajajajajaja…<>|es|1163|[('stereotype', 20.23371011018753), ('active', 16.831500828266144), ('passive', 3.6124151200056076), ('sexual_harassment', 3.3777527511119843)]|('Juan bobo… Jajajajajajaja…', ('stereotype', 2.458854019641876), 2)
801|Tu Lágrima de Amor|Antonio Prieto|Hoy con su lluvia de cristal, Ha bañado tu mirar, Una lágrima de amor. Es la alegría del ansiado amor, La emoción que siente el corazón, De llorar felicidad. ¡sí!Hoy en tus ojos pude ver, El encanto y el placer, Del rocío en una flor. La noche te dirá, Cuando estés sola con tu corazón, Que esa divina lágrima de amor, Es de felicidad...Música.Hoy en tus ojos pude ver, El encanto y el placer, Del rocío en una flor. La noche te dirá, Cuando estés sola con tu corazón, Que esa divina lágrima de amor, Es de felicidad... Es de felicidad. (Lágrima de amor).|Hoy con su lluvia de cristal, Ha bañado tu mirar, Una lágrima de amor. Es la alegría del ansiado amor, La emoción que siente el corazón, De llorar felicidad. ¡sí!<>Hoy en tus ojos pude ver, El encanto y el placer, Del rocío en una flor. La noche te dirá, Cuando estés sola con tu corazón, Que esa divina lágrima de amor, Es de felicidad...<>Música.<>Hoy en tus ojos pude ver, El encanto y el placer, Del rocío en una flor. La noche te dirá, Cuando estés sola con tu corazón, Que esa divina lágrima de amor, Es de felicidad... Es de felicidad. (Lágrima de amor).<>|es|555|[('active', 14.190544188022614), ('stereotype', 10.582980513572693), ('sexual_harassment', 6.647703796625137), ('passive', 2.3007404059171677)]|('Hoy en tus ojos pude ver, El encanto y el placer, Del rocío en una flor. La noche te dirá, Cuando estés sola con tu corazón, Que esa divina lágrima de amor, Es de felicidad... Es de felicidad. (Lágrima de amor).', ('sexual_harassment', 44.478967785835266), 1)
802|Ofrenda|Antonio Prieto|Me dicen que soy pobre, Que no tengo derecho A destruir tu vida Y a pretender tu amor, Que nada puedo darte, Que yo no te merezco, Que no debo llevarte A mi desolación.Y que sabe la gente De lo que yo te ofrezco, Si mi pasión te aguarda Con ansia y frenesí, El sol de mis poemas, La luna de mi ensueño Y todos los tesoros De un corazón feliz.Para contar mis besos, Te ofrezco las estrellas Y para tus desmayos, Crepúsculos de paz, Auroras de mi sangre, Para encender tus velas Y dicen que soy pobre, Que no te debo amar.Para contar mis besos, Te ofrezco las estrellas Y para tus desmayos, Crepúsculos de paz, Auroras de mi sangre, Para encender tus velas Y dicen que soy pobre, Que no te debo amar.Y dicen que soy pobre, Que no te debo amar.|Me dicen que soy pobre, Que no tengo derecho A destruir tu vida Y a pretender tu amor, Que nada puedo darte, Que yo no te merezco, Que no debo llevarte A mi desolación.<>Y que sabe la gente De lo que yo te ofrezco, Si mi pasión te aguarda Con ansia y frenesí, El sol de mis poemas, La luna de mi ensueño Y todos los tesoros De un corazón feliz.<>Para contar mis besos, Te ofrezco las estrellas Y para tus desmayos, Crepúsculos de paz, Auroras de mi sangre, Para encender tus velas Y dicen que soy pobre, Que no te debo amar.<>Para contar mis besos, Te ofrezco las estrellas Y para tus desmayos, Crepúsculos de paz, Auroras de mi sangre, Para encender tus velas Y dicen que soy pobre, Que no te debo amar.<>Y dicen que soy pobre, Que no te debo amar.<>|es|741|[('active', 60.14048457145691), ('sexual_harassment', 48.67115616798401), ('stereotype', 11.269733309745789), ('dominance', 8.44264030456543)]|('Y dicen que soy pobre, Que no te debo amar.', ('stereotype', 18.223394453525543), 3)
